longitude,latitude,housing_median_age,rooms,population,households,median_income,ocean_proximity,median_house_value
-122.4,37.6,52,"{total_rooms: 1380, total_bedrooms: 203 }",530,210,6.221,NEAR OCEAN,420300
-122.39,37.6,44,"{total_rooms: 2304, total_bedrooms: 384 }",986,379,4.652,NEAR OCEAN,387100
-122.39,37.6,34,"{total_rooms: 707, total_bedrooms:  }",381,156,4.375,NEAR OCEAN,340900
-122.39,37.59,32,"{total_rooms: 4497, total_bedrooms:  }",1846,715,6.1323,NEAR OCEAN,500001
-122.4,37.59,22,"{total_rooms: 2754, total_bedrooms: 477 }",1163,479,6.2306,NEAR OCEAN,500001
-122.38,37.59,31,"{total_rooms: 3052, total_bedrooms: 844 }",1581,788,3.0744,NEAR OCEAN,457700
-122.38,37.59,44,"{total_rooms: 2089, total_bedrooms: 348 }",837,317,4.6628,NEAR OCEAN,459200
-122.39,37.58,36,"{total_rooms: 6026, total_bedrooms: 852 }",2314,892,7.8997,NEAR OCEAN,500001
-122.4,37.58,26,"{total_rooms: 3281, total_bedrooms:  }",1145,480,6.358,NEAR OCEAN,500001
-122.39,37.59,33,"{total_rooms: 2064, total_bedrooms: 299 }",813,303,6.0374,NEAR OCEAN,500001
-122.39,37.57,35,"{total_rooms: 520, total_bedrooms: 83 }",185,76,6.4865,NEAR OCEAN,450000
-122.37,37.6,26,"{total_rooms: 15, total_bedrooms: 3 }",11,3,5.048,NEAR OCEAN,350000
-122.37,37.59,39,"{total_rooms: 4645, total_bedrooms: 1196 }",2156,1113,3.4412,NEAR OCEAN,353800
-122.38,37.59,49,"{total_rooms: 1657, total_bedrooms: 266 }",613,270,5.7837,NEAR OCEAN,378100
-122.37,37.59,52,"{total_rooms: 2272, total_bedrooms: 403 }",963,376,5.7245,NEAR OCEAN,500000
-122.37,37.58,52,"{total_rooms: 2188, total_bedrooms: 361 }",917,357,4.4,NEAR OCEAN,500000
-122.38,37.58,52,"{total_rooms: 1704, total_bedrooms: 226 }",671,243,8.4704,NEAR OCEAN,500001
-122.38,37.58,52,"{total_rooms: 2039, total_bedrooms: 299 }",772,303,6.471,NEAR OCEAN,500001
-122.36,37.58,52,"{total_rooms: 3084, total_bedrooms: 595 }",1324,571,5.0756,NEAR OCEAN,374200
-122.36,37.58,37,"{total_rooms: 3325, total_bedrooms: 734 }",1468,692,4.0987,NEAR OCEAN,434000
-122.37,37.58,43,"{total_rooms: 2506, total_bedrooms: 432 }",967,428,4.7404,NEAR OCEAN,500001
-122.37,37.58,52,"{total_rooms: 1900, total_bedrooms: 290 }",665,276,4.5486,NEAR OCEAN,500001
-122.34,37.59,44,"{total_rooms: 1395, total_bedrooms: 269 }",736,288,5.6206,NEAR OCEAN,386400
-122.33,37.58,40,"{total_rooms: 2362, total_bedrooms: 468 }",992,425,4.7917,NEAR OCEAN,359900
-122.34,37.58,50,"{total_rooms: 2784, total_bedrooms: 743 }",1622,698,3.8413,NEAR OCEAN,372200
-122.35,37.58,52,"{total_rooms: 2495, total_bedrooms: 458 }",1081,471,4.0855,NEAR OCEAN,410800
-122.36,37.59,20,"{total_rooms: 2638, total_bedrooms: 854 }",1352,718,3.5125,NEAR OCEAN,350600
-122.35,37.58,30,"{total_rooms: 5039, total_bedrooms: 1564 }",2129,1536,3.3469,NEAR OCEAN,345000
-122.35,37.58,26,"{total_rooms: 854, total_bedrooms: 246 }",396,231,2.8393,NEAR OCEAN,375000
-122.34,37.57,39,"{total_rooms: 2647, total_bedrooms: 616 }",1254,555,4.2407,NEAR OCEAN,433800
-122.35,37.57,52,"{total_rooms: 2059, total_bedrooms: 345 }",800,308,4.97,NEAR OCEAN,500001
-122.37,37.58,34,"{total_rooms: 2697, total_bedrooms: 313 }",810,279,12.4291,NEAR OCEAN,500001
-122.36,37.57,35,"{total_rooms: 1774, total_bedrooms: 205 }",588,207,10.7339,NEAR OCEAN,500001
-122.36,37.56,32,"{total_rooms: 4684, total_bedrooms: 540 }",1512,511,15.0001,NEAR OCEAN,500001
-122.37,37.56,21,"{total_rooms: 7189, total_bedrooms: 874 }",2440,846,11.6833,NEAR OCEAN,500001
-122.34,37.56,39,"{total_rooms: 3562, total_bedrooms: 391 }",1139,391,12.6417,NEAR OCEAN,500001
-122.34,37.55,25,"{total_rooms: 4470, total_bedrooms: 518 }",1507,504,13.3913,NEAR OCEAN,500001
-122.36,37.54,23,"{total_rooms: 6184, total_bedrooms: 747 }",2165,700,10.1675,NEAR OCEAN,500001
-122.35,37.56,52,"{total_rooms: 1659, total_bedrooms: 191 }",519,201,14.4219,NEAR OCEAN,500001
-122.34,37.57,52,"{total_rooms: 2635, total_bedrooms: 408 }",967,374,7.0422,NEAR OCEAN,500001
-122.34,37.57,52,"{total_rooms: 2547, total_bedrooms: 373 }",876,359,8.2598,NEAR OCEAN,500001
-122.35,37.57,52,"{total_rooms: 2170, total_bedrooms: 269 }",784,274,10.4286,NEAR OCEAN,500001
-122.34,37.57,28,"{total_rooms: 3751, total_bedrooms: 949 }",1691,846,3.9728,NEAR OCEAN,300000
-122.33,37.57,43,"{total_rooms: 2543, total_bedrooms: 621 }",1301,606,3.1111,NEAR OCEAN,318400
-122.33,37.57,27,"{total_rooms: 3085, total_bedrooms: 876 }",1453,896,3.4333,NEAR OCEAN,290000
-122.33,37.58,27,"{total_rooms: 5144, total_bedrooms: 1481 }",2518,1447,3.4836,NEAR OCEAN,287900
-122.33,37.58,28,"{total_rooms: 2784, total_bedrooms: 736 }",1534,685,3.38,NEAR OCEAN,285400
-122.31,37.6,34,"{total_rooms: 3225, total_bedrooms: 726 }",1958,656,3.6811,NEAR BAY,273000
-122.31,37.58,44,"{total_rooms: 1990, total_bedrooms: 442 }",1141,424,3.9696,NEAR BAY,258300
-122.31,37.57,45,"{total_rooms: 1165, total_bedrooms: 236 }",845,251,4.1875,NEAR OCEAN,267300
-122.33,37.58,43,"{total_rooms: 1772, total_bedrooms: 422 }",1573,401,2.7474,NEAR OCEAN,233100
-122.32,37.57,42,"{total_rooms: 2574, total_bedrooms: 614 }",2377,588,3.2891,NEAR OCEAN,237900
-122.32,37.57,33,"{total_rooms: 3384, total_bedrooms: 819 }",2626,793,3.2285,NEAR OCEAN,234800
-122.32,37.57,52,"{total_rooms: 499, total_bedrooms: 148 }",318,145,2.9934,NEAR OCEAN,256300
-122.31,37.57,42,"{total_rooms: 3157, total_bedrooms: 676 }",1603,629,3.7422,NEAR OCEAN,292600
-122.32,37.56,44,"{total_rooms: 537, total_bedrooms: 173 }",355,194,2.8571,NEAR OCEAN,250000
-122.33,37.57,20,"{total_rooms: 2126, total_bedrooms: 643 }",1112,597,3.625,NEAR OCEAN,283300
-122.32,37.56,9,"{total_rooms: 1150, total_bedrooms: 287 }",377,243,3.8317,NEAR OCEAN,237500
-122.33,37.56,34,"{total_rooms: 6394, total_bedrooms: 1619 }",2400,1496,3.4902,NEAR OCEAN,500001
-122.32,37.56,49,"{total_rooms: 2016, total_bedrooms: 299 }",691,288,5.549,NEAR OCEAN,500001
-122.32,37.56,26,"{total_rooms: 2339, total_bedrooms: 704 }",1283,654,3.162,NEAR OCEAN,415000
-122.33,37.56,50,"{total_rooms: 1975, total_bedrooms: 245 }",644,251,10.0743,NEAR OCEAN,500001
-122.32,37.55,50,"{total_rooms: 2501, total_bedrooms: 433 }",1050,410,4.6406,NEAR OCEAN,500001
-122.33,37.55,51,"{total_rooms: 2565, total_bedrooms: 332 }",870,309,9.3694,NEAR OCEAN,500001
-122.34,37.55,44,"{total_rooms: 2465, total_bedrooms: 328 }",843,324,6.9533,NEAR OCEAN,500001
-122.31,37.56,52,"{total_rooms: 2351, total_bedrooms: 494 }",1126,482,3.9688,NEAR OCEAN,356900
-122.31,37.55,52,"{total_rooms: 900, total_bedrooms: 183 }",371,166,3.25,NEAR OCEAN,296400
-122.32,37.55,46,"{total_rooms: 1437, total_bedrooms: 266 }",607,263,4.8068,NEAR OCEAN,369700
-122.32,37.55,44,"{total_rooms: 2151, total_bedrooms: 411 }",849,370,4.4583,NEAR OCEAN,397100
-122.33,37.55,33,"{total_rooms: 2199, total_bedrooms: 312 }",827,319,6.1349,NEAR OCEAN,500001
-122.32,37.54,34,"{total_rooms: 3661, total_bedrooms: 692 }",1608,656,5.0774,NEAR OCEAN,407200
-122.34,37.53,27,"{total_rooms: 3339, total_bedrooms: 481 }",1354,458,7.3081,NEAR OCEAN,464600
-122.33,37.53,18,"{total_rooms: 4493, total_bedrooms: 760 }",1784,725,6.7042,NEAR OCEAN,413000
-122.35,37.53,27,"{total_rooms: 2169, total_bedrooms: 305 }",905,319,7.7743,NEAR OCEAN,453100
-122.34,37.52,34,"{total_rooms: 3559, total_bedrooms: 560 }",1747,550,6.6959,NEAR OCEAN,411200
-122.33,37.53,25,"{total_rooms: 1729, total_bedrooms: 383 }",769,352,4.0417,NEAR OCEAN,458500
-122.32,37.52,17,"{total_rooms: 6645, total_bedrooms: 1034 }",2557,1032,6.3892,NEAR OCEAN,480800
-122.3,37.53,37,"{total_rooms: 1338, total_bedrooms: 215 }",535,221,5.4351,NEAR OCEAN,376600
-122.3,37.53,40,"{total_rooms: 1833, total_bedrooms: 308 }",751,306,6,NEAR OCEAN,384200
-122.3,37.53,38,"{total_rooms: 984, total_bedrooms: 171 }",429,157,5.3261,NEAR OCEAN,376800
-122.31,37.52,35,"{total_rooms: 1817, total_bedrooms: 262 }",659,262,6.8336,NEAR OCEAN,457200
-122.31,37.53,39,"{total_rooms: 1160, total_bedrooms: 191 }",508,185,5.9539,NEAR OCEAN,379100
-122.3,37.54,39,"{total_rooms: 4292, total_bedrooms: 1097 }",1758,987,2.9405,NEAR OCEAN,340500
-122.3,37.53,43,"{total_rooms: 1748, total_bedrooms: 366 }",984,371,4.5116,NEAR OCEAN,337800
-122.29,37.53,41,"{total_rooms: 839, total_bedrooms: 190 }",419,215,5.012,NEAR OCEAN,368200
-122.31,37.54,45,"{total_rooms: 1222, total_bedrooms: 220 }",492,205,5.539,NEAR OCEAN,396900
-122.31,37.54,46,"{total_rooms: 2444, total_bedrooms: 397 }",952,402,4.75,NEAR OCEAN,388200
-122.31,37.53,41,"{total_rooms: 1608, total_bedrooms: 269 }",676,267,4.6125,NEAR OCEAN,361700
-122.32,37.53,39,"{total_rooms: 2795, total_bedrooms: 464 }",1183,443,5.779,NEAR OCEAN,387100
-122.31,37.55,27,"{total_rooms: 3931, total_bedrooms: 933 }",1877,851,3.9722,NEAR OCEAN,354100
-122.31,37.54,49,"{total_rooms: 1340, total_bedrooms: 281 }",660,284,4.163,NEAR OCEAN,393800
-122.31,37.54,38,"{total_rooms: 1946, total_bedrooms: 407 }",975,417,4.0726,NEAR OCEAN,385400
-122.31,37.54,42,"{total_rooms: 1159, total_bedrooms: 261 }",465,247,3.1842,NEAR OCEAN,352800
-122.3,37.55,35,"{total_rooms: 3675, total_bedrooms: 735 }",1930,715,3.9833,NEAR OCEAN,342800
-122.31,37.55,45,"{total_rooms: 507, total_bedrooms: 140 }",305,139,2.6159,NEAR OCEAN,272900
-122.31,37.56,45,"{total_rooms: 1685, total_bedrooms: 321 }",815,314,4.2955,NEAR OCEAN,309700
-122.31,37.56,36,"{total_rooms: 1727, total_bedrooms: 340 }",952,337,4.7917,NEAR OCEAN,316000
-122.31,37.56,45,"{total_rooms: 1792, total_bedrooms: 301 }",829,318,4.9013,NEAR OCEAN,330100
-122.31,37.56,40,"{total_rooms: 1351, total_bedrooms: 330 }",701,297,3.32,NEAR OCEAN,292900
-122.31,37.57,37,"{total_rooms: 1437, total_bedrooms: 305 }",979,331,4,NEAR OCEAN,273700
-122.31,37.57,31,"{total_rooms: 2197, total_bedrooms: 477 }",1193,394,4.6371,NEAR OCEAN,271100
-122.3,37.57,36,"{total_rooms: 1973, total_bedrooms: 352 }",1169,370,5.033,NEAR BAY,270900
-122.3,37.56,37,"{total_rooms: 1962, total_bedrooms: 367 }",1267,382,4.7344,NEAR OCEAN,271800
-122.3,37.57,36,"{total_rooms: 2406, total_bedrooms: 436 }",1189,403,4.7917,NEAR BAY,276100
-122.29,37.56,34,"{total_rooms: 1693, total_bedrooms: 281 }",846,291,5.3683,NEAR BAY,339400
-122.3,37.56,36,"{total_rooms: 1379, total_bedrooms: 228 }",750,227,5.5381,NEAR OCEAN,282000
-122.29,37.56,36,"{total_rooms: 805, total_bedrooms: 140 }",445,139,5.8221,NEAR BAY,289400
-122.3,37.56,35,"{total_rooms: 1873, total_bedrooms: 351 }",945,333,5.5184,NEAR OCEAN,274800
-122.29,37.56,12,"{total_rooms: 6474, total_bedrooms: 1467 }",2516,1390,5.0353,NEAR BAY,305800
-122.26,37.55,17,"{total_rooms: 4576, total_bedrooms: 814 }",1941,807,5.9572,NEAR BAY,443800
-122.26,37.55,17,"{total_rooms: 1321, total_bedrooms: 425 }",683,408,4.7045,NEAR BAY,500001
-122.27,37.55,16,"{total_rooms: 4789, total_bedrooms: 816 }",1840,763,6.7474,NEAR BAY,338200
-122.26,37.54,16,"{total_rooms: 2118, total_bedrooms: 333 }",770,318,7.2477,NEAR BAY,376000
-122.27,37.55,15,"{total_rooms: 1958, total_bedrooms: 282 }",811,284,8.1221,NEAR BAY,483300
-122.28,37.55,17,"{total_rooms: 4199, total_bedrooms: 629 }",2020,630,6.1228,NEAR BAY,375700
-122.27,37.56,17,"{total_rooms: 3211, total_bedrooms: 847 }",1553,812,4.9434,NEAR BAY,292100
-122.27,37.56,5,"{total_rooms: 4921, total_bedrooms: 1179 }",1810,1073,5.6936,NEAR BAY,322200
-122.26,37.54,13,"{total_rooms: 1422, total_bedrooms: 295 }",395,195,5.3247,NEAR BAY,327800
-122.26,37.54,5,"{total_rooms: 3264, total_bedrooms: 442 }",1607,453,9.1415,NEAR BAY,500001
-122.26,37.54,5,"{total_rooms: 1649, total_bedrooms: 388 }",779,376,6.9635,NEAR BAY,417300
-122.27,37.54,5,"{total_rooms: 2140, total_bedrooms: 420 }",990,394,6.035,NEAR BAY,438800
-122.27,37.54,16,"{total_rooms: 3913, total_bedrooms: 565 }",1752,557,7.3644,NEAR BAY,419700
-122.27,37.54,15,"{total_rooms: 2126, total_bedrooms: 310 }",905,306,8.9083,NEAR BAY,500001
-122.26,37.56,23,"{total_rooms: 7283, total_bedrooms: 1342 }",3399,1298,5.6683,NEAR BAY,391000
-122.26,37.57,23,"{total_rooms: 7995, total_bedrooms: 1254 }",3484,1198,6.5948,NEAR BAY,404000
-122.25,37.56,19,"{total_rooms: 7976, total_bedrooms: 1406 }",3437,1338,5.6396,NEAR BAY,430300
-122.29,37.55,27,"{total_rooms: 3789, total_bedrooms: 874 }",2243,866,4.39,NEAR OCEAN,270100
-122.28,37.54,24,"{total_rooms: 5114, total_bedrooms: 1357 }",3169,1268,3.9699,NEAR OCEAN,293200
-122.29,37.54,43,"{total_rooms: 2268, total_bedrooms: 438 }",1151,449,4.9091,NEAR OCEAN,293200
-122.28,37.54,37,"{total_rooms: 991, total_bedrooms: 180 }",463,177,5.1701,NEAR OCEAN,294200
-122.29,37.54,39,"{total_rooms: 1459, total_bedrooms: 285 }",761,291,5.0081,NEAR OCEAN,298100
-122.29,37.54,41,"{total_rooms: 1743, total_bedrooms: 349 }",811,349,4.9464,NEAR OCEAN,282400
-122.29,37.53,35,"{total_rooms: 2043, total_bedrooms: 511 }",1089,504,3.0278,NEAR OCEAN,310600
-122.28,37.53,15,"{total_rooms: 5417, total_bedrooms: 1199 }",2593,1098,4.8047,NEAR OCEAN,438000
-122.28,37.53,34,"{total_rooms: 1980, total_bedrooms: 385 }",970,391,5.1207,NEAR OCEAN,310900
-122.27,37.53,43,"{total_rooms: 1145, total_bedrooms: 230 }",586,254,3.5,NEAR OCEAN,267400
-122.28,37.53,25,"{total_rooms: 3710, total_bedrooms: 1015 }",2068,958,3.5445,NEAR OCEAN,286700
-122.29,37.52,33,"{total_rooms: 4104, total_bedrooms: 751 }",1837,771,5.3506,NEAR OCEAN,388100
-122.28,37.52,27,"{total_rooms: 2958, total_bedrooms: 655 }",1285,577,4.0801,NEAR OCEAN,397800
-122.28,37.52,29,"{total_rooms: 1526, total_bedrooms: 355 }",724,315,4.0313,NEAR OCEAN,435200
-122.28,37.52,38,"{total_rooms: 2197, total_bedrooms: 357 }",1228,373,5.4719,NEAR OCEAN,397900
-122.29,37.52,38,"{total_rooms: 3767, total_bedrooms: 603 }",1455,615,6.8787,NEAR OCEAN,386800
-122.3,37.52,38,"{total_rooms: 2769, total_bedrooms: 387 }",994,395,5.5902,NEAR OCEAN,417000
-122.3,37.51,35,"{total_rooms: 2789, total_bedrooms: 445 }",1156,404,5.4322,NEAR OCEAN,391000
-122.3,37.52,32,"{total_rooms: 2297, total_bedrooms: 347 }",871,342,8.1039,NEAR OCEAN,382200
-122.31,37.52,24,"{total_rooms: 2328, total_bedrooms: 335 }",969,354,7.7364,NEAR OCEAN,435800
-122.32,37.52,26,"{total_rooms: 4042, total_bedrooms: 591 }",1611,578,8.4693,NEAR OCEAN,419200
-122.31,37.5,22,"{total_rooms: 14034, total_bedrooms: 3020 }",6266,2952,4.3939,NEAR OCEAN,491200
-122.27,37.52,35,"{total_rooms: 1051, total_bedrooms: 259 }",517,234,3.7,NEAR OCEAN,339700
-122.27,37.51,36,"{total_rooms: 1406, total_bedrooms: 224 }",598,237,5.8964,NEAR OCEAN,414800
-122.29,37.51,35,"{total_rooms: 3040, total_bedrooms: 520 }",1374,518,6.1004,NEAR OCEAN,426400
-122.26,37.52,34,"{total_rooms: 483, total_bedrooms: 131 }",291,157,3.0833,NEAR OCEAN,256300
-122.26,37.51,46,"{total_rooms: 672, total_bedrooms: 149 }",351,136,5.3264,NEAR OCEAN,258100
-122.25,37.51,45,"{total_rooms: 989, total_bedrooms: 174 }",504,180,4.8382,NEAR OCEAN,289400
-122.25,37.5,44,"{total_rooms: 348, total_bedrooms: 79 }",154,73,4.7708,NEAR OCEAN,253800
-122.27,37.51,39,"{total_rooms: 3996, total_bedrooms: 793 }",1744,761,4.5075,NEAR OCEAN,364900
-122.26,37.51,29,"{total_rooms: 3703, total_bedrooms: 1075 }",1611,1025,2.7075,NEAR OCEAN,323800
-122.26,37.5,24,"{total_rooms: 2307, total_bedrooms: 510 }",842,507,3.6111,NEAR OCEAN,341500
-122.26,37.5,52,"{total_rooms: 878, total_bedrooms: 186 }",393,186,3.7045,NEAR OCEAN,360500
-122.25,37.5,45,"{total_rooms: 1812, total_bedrooms: 336 }",752,329,4.95,NEAR OCEAN,345000
-122.25,37.49,43,"{total_rooms: 2607, total_bedrooms: 477 }",1225,461,4.224,NEAR OCEAN,349600
-122.25,37.49,40,"{total_rooms: 2709, total_bedrooms: 521 }",1156,510,4.6366,NEAR OCEAN,395500
-122.25,37.49,44,"{total_rooms: 4420, total_bedrooms: 743 }",1790,735,6.142,NEAR OCEAN,394700
-122.26,37.5,44,"{total_rooms: 6983, total_bedrooms: 1131 }",2818,1115,5.6271,NEAR OCEAN,374800
-122.28,37.51,33,"{total_rooms: 4719, total_bedrooms:  }",1980,757,6.1064,NEAR OCEAN,405000
-122.28,37.5,33,"{total_rooms: 6499, total_bedrooms: 998 }",2694,957,7.4787,NEAR OCEAN,431300
-122.28,37.49,25,"{total_rooms: 7335, total_bedrooms: 1157 }",2626,1049,6.5475,NEAR OCEAN,500001
-122.28,37.49,29,"{total_rooms: 4148, total_bedrooms: 635 }",1638,627,6.912,NEAR OCEAN,457200
-122.27,37.48,26,"{total_rooms: 3542, total_bedrooms: 507 }",1392,524,8.5184,NEAR OCEAN,500001
-122.26,37.48,34,"{total_rooms: 4453, total_bedrooms: 682 }",1805,672,5.6038,NEAR OCEAN,451300
-122.29,37.48,15,"{total_rooms: 5480, total_bedrooms: 892 }",2009,831,7.4678,NEAR OCEAN,500001
-122.27,37.47,44,"{total_rooms: 3022, total_bedrooms: 473 }",1235,477,6.7058,NEAR OCEAN,495900
-122.26,37.46,26,"{total_rooms: 5067, total_bedrooms: 750 }",1996,728,7.0001,NEAR OCEAN,500001
-122.28,37.47,44,"{total_rooms: 863, total_bedrooms: 114 }",281,99,6.8879,NEAR OCEAN,500001
-122.24,37.47,41,"{total_rooms: 1183, total_bedrooms: 203 }",455,171,5.1071,NEAR OCEAN,314100
-122.25,37.48,37,"{total_rooms: 3507, total_bedrooms: 569 }",1663,608,5.0863,NEAR OCEAN,440300
-122.24,37.47,40,"{total_rooms: 1504, total_bedrooms: 270 }",689,287,6.1244,NEAR OCEAN,308800
-122.25,37.47,38,"{total_rooms: 645, total_bedrooms: 124 }",265,103,5.4688,NEAR OCEAN,305000
-122.25,37.47,35,"{total_rooms: 3183, total_bedrooms: 515 }",1313,487,5.9062,NEAR OCEAN,383200
-122.25,37.48,45,"{total_rooms: 2743, total_bedrooms: 390 }",974,400,7.1621,NEAR OCEAN,500001
-122.24,37.48,45,"{total_rooms: 4126, total_bedrooms: 696 }",1722,668,4.8966,NEAR OCEAN,362100
-122.24,37.48,40,"{total_rooms: 4459, total_bedrooms: 1027 }",2080,982,3.5322,NEAR OCEAN,361900
-122.24,37.48,47,"{total_rooms: 2423, total_bedrooms: 407 }",1010,407,6.2154,NEAR OCEAN,362700
-122.24,37.49,30,"{total_rooms: 2956, total_bedrooms: 590 }",1191,594,3.7463,NEAR OCEAN,427600
-122.24,37.49,38,"{total_rooms: 4105, total_bedrooms: 950 }",2561,909,3.8684,NEAR OCEAN,265600
-122.21,37.48,39,"{total_rooms: 1535, total_bedrooms: 340 }",1204,370,2.8482,NEAR BAY,247200
-122.23,37.49,11,"{total_rooms: 840, total_bedrooms: 329 }",1338,345,2.3333,NEAR OCEAN,241700
-122.21,37.49,24,"{total_rooms: 2528, total_bedrooms: 947 }",2437,861,2.2746,NEAR BAY,225000
-122.22,37.48,47,"{total_rooms: 2570, total_bedrooms: 783 }",3107,724,2.8058,NEAR OCEAN,229500
-122.22,37.48,34,"{total_rooms: 1541, total_bedrooms: 584 }",1564,558,2.56,NEAR OCEAN,250000
-122.24,37.49,19,"{total_rooms: 322, total_bedrooms: 112 }",191,102,2.5833,NEAR OCEAN,500001
-122.24,37.55,3,"{total_rooms: 6164, total_bedrooms: 1175 }",2198,975,6.7413,NEAR BAY,435900
-122.25,37.53,16,"{total_rooms: 4428, total_bedrooms: 664 }",1677,623,7.6864,NEAR BAY,422500
-122.26,37.53,4,"{total_rooms: 5233, total_bedrooms: 1109 }",1690,907,6.2007,NEAR BAY,311800
-122.25,37.52,14,"{total_rooms: 1472, total_bedrooms: 291 }",876,292,4.3594,NEAR BAY,366000
-122.21,37.52,18,"{total_rooms: 2962, total_bedrooms: 945 }",1639,851,2.7399,NEAR BAY,87500
-122.19,37.48,35,"{total_rooms: 7067, total_bedrooms: 1646 }",5380,1597,4.1776,NEAR BAY,265300
-122.21,37.48,20,"{total_rooms: 505, total_bedrooms: 216 }",326,216,2.9286,NEAR BAY,237500
-122.21,37.48,37,"{total_rooms: 1326, total_bedrooms: 335 }",1771,335,3.0147,NEAR BAY,218100
-122.2,37.48,32,"{total_rooms: 640, total_bedrooms: 166 }",991,160,1.9844,NEAR BAY,270000
-122.2,37.48,41,"{total_rooms: 733, total_bedrooms: 155 }",652,140,5.1654,NEAR BAY,233600
-122.2,37.48,30,"{total_rooms: 1170, total_bedrooms: 258 }",610,243,3.4427,NEAR BAY,263500
-122.19,37.48,45,"{total_rooms: 886, total_bedrooms: 165 }",492,173,4.2708,NEAR BAY,267000
-122.19,37.48,38,"{total_rooms: 1300, total_bedrooms: 269 }",608,292,4.5568,NEAR BAY,286900
-122.19,37.47,44,"{total_rooms: 1371, total_bedrooms: 263 }",589,301,4.8068,NEAR BAY,312300
-122.2,37.47,44,"{total_rooms: 1927, total_bedrooms: 332 }",846,362,4.2083,NEAR BAY,278200
-122.2,37.47,37,"{total_rooms: 1053, total_bedrooms: 266 }",939,267,3.1989,NEAR BAY,320800
-122.2,37.47,37,"{total_rooms: 1403, total_bedrooms: 369 }",1587,331,2.8258,NEAR BAY,232800
-122.21,37.47,33,"{total_rooms: 1266, total_bedrooms: 415 }",1991,334,2.92,NEAR OCEAN,202800
-122.21,37.47,26,"{total_rooms: 1777, total_bedrooms: 555 }",1966,497,3.0472,NEAR OCEAN,211000
-122.21,37.47,43,"{total_rooms: 733, total_bedrooms: 162 }",497,175,3.2708,NEAR OCEAN,255300
-122.22,37.47,23,"{total_rooms: 7740, total_bedrooms: 1943 }",4124,1743,3.3268,NEAR OCEAN,322800
-122.22,37.47,35,"{total_rooms: 367, total_bedrooms: 113 }",398,109,2.5,NEAR OCEAN,166700
-122.22,37.47,28,"{total_rooms: 5956, total_bedrooms: 1612 }",3571,1549,3.1864,NEAR OCEAN,272800
-122.23,37.48,33,"{total_rooms: 3108, total_bedrooms: 805 }",1895,717,3.3015,NEAR OCEAN,267700
-122.23,37.47,39,"{total_rooms: 5264, total_bedrooms: 1259 }",3057,1265,3.623,NEAR OCEAN,276600
-122.23,37.48,38,"{total_rooms: 1578, total_bedrooms: 399 }",879,388,2.7969,NEAR OCEAN,298400
-122.24,37.47,35,"{total_rooms: 2283, total_bedrooms: 491 }",1148,436,4.5556,NEAR OCEAN,318600
-122.24,37.47,36,"{total_rooms: 2021, total_bedrooms: 433 }",1117,432,3.929,NEAR OCEAN,303100
-122.23,37.46,33,"{total_rooms: 2643, total_bedrooms: 464 }",1015,427,4.2232,NEAR OCEAN,363700
-122.23,37.46,26,"{total_rooms: 4670, total_bedrooms: 1039 }",2103,933,4.4167,NEAR OCEAN,333800
-122.25,37.46,33,"{total_rooms: 6841, total_bedrooms: 950 }",2681,980,7.1088,NEAR OCEAN,443300
-122.24,37.46,36,"{total_rooms: 4686, total_bedrooms: 781 }",2254,845,6.1043,NEAR OCEAN,343500
-122.26,37.45,17,"{total_rooms: 2742, total_bedrooms: 441 }",986,421,5.9285,NEAR OCEAN,496000
-122.23,37.46,36,"{total_rooms: 6090, total_bedrooms: 1057 }",3081,1075,5.6629,NEAR OCEAN,343600
-122.22,37.46,37,"{total_rooms: 2586, total_bedrooms: 495 }",1208,502,4.3214,NEAR OCEAN,342700
-122.23,37.45,34,"{total_rooms: 4177, total_bedrooms: 723 }",1586,660,5.0457,NEAR OCEAN,395100
-122.23,37.45,29,"{total_rooms: 1617, total_bedrooms: 235 }",758,246,7.7932,NEAR OCEAN,469900
-122.22,37.46,13,"{total_rooms: 2888, total_bedrooms: 546 }",1182,504,6.0255,NEAR OCEAN,409300
-122.2,37.46,40,"{total_rooms: 1723, total_bedrooms: 208 }",976,209,9.8892,NEAR OCEAN,500001
-122.2,37.44,31,"{total_rooms: 2328, total_bedrooms: 270 }",722,247,15.0001,NEAR OCEAN,500001
-122.22,37.44,32,"{total_rooms: 4281, total_bedrooms: 501 }",1318,484,15.0001,NEAR OCEAN,500001
-122.21,37.46,48,"{total_rooms: 2560, total_bedrooms: 322 }",921,301,10.8758,NEAR OCEAN,500001
-122.21,37.46,40,"{total_rooms: 1777, total_bedrooms: 207 }",577,207,15.0001,NEAR OCEAN,500001
-122.18,37.46,40,"{total_rooms: 2529, total_bedrooms: 293 }",831,258,15.0001,NEAR BAY,500001
-122.2,37.47,40,"{total_rooms: 2959, total_bedrooms: 389 }",985,365,9.9025,NEAR BAY,500001
-122.18,37.47,37,"{total_rooms: 2848, total_bedrooms: 328 }",852,327,13.367,NEAR BAY,500001
-122.16,37.47,44,"{total_rooms: 2581, total_bedrooms: 437 }",1006,414,5.397,NEAR BAY,341700
-122.17,37.48,39,"{total_rooms: 2427, total_bedrooms: 401 }",1178,408,5.9629,NEAR BAY,352700
-122.16,37.47,33,"{total_rooms: 3687, total_bedrooms: 852 }",3091,852,2.6506,NEAR BAY,162600
